fault_number,fault_label,run_id,sample,switching,dominance,log_d2,entropy,entropy_raw,top_pair,top_pair_idx
0,NORMAL,1,410,0.3333333333333333,0.9,0.4939794771102267,1.9156530681012327,0.6723853171884524,XMEAS7-XMEAS10,2
0,NORMAL,1,420,0.3333333333333333,0.9,0.4255191967590224,1.6609564294838233,0.5363887080606121,XMEAS8-XMEAS10,5
0,NORMAL,1,430,0.2222222222222222,0.8,0.4347230911275463,1.6585179136873138,0.5547805652372153,XMEAS8-XMEAS10,5
0,NORMAL,1,440,0.1111111111111111,0.8,0.6278757762875514,1.6036178110847468,0.9164767763380388,XMEAS8-XMEAS10,5
0,NORMAL,1,450,0.2222222222222222,0.8,0.46749641753272597,1.7169503089051052,0.6361756397959417,XMEAS7-XMEAS10,2
0,NORMAL,1,460,0.3333333333333333,0.8,0.4214709221874095,1.5154188740808128,0.5444238931402486,XMEAS8-XMEAS10,5
0,NORMAL,1,470,0.4444444444444444,0.8,0.5188913263917725,1.76758887328559,0.7247734442003408,XMEAS7-XMEAS10,2
0,NORMAL,1,480,0.5555555555555556,0.8,0.3168378431645042,1.481305687006276,0.37953097204470654,XMEAS8-XMEAS10,5
0,NORMAL,1,490,0.6666666666666666,0.8,0.2433388023275047,1.4648783634180642,0.29217248558287107,XMEAS7-XMEAS10,2
0,NORMAL,1,500,0.6666666666666666,0.8,0.4460865146584721,1.416379251130794,0.6066051597117945,XMEAS7-XMEAS10,2
0,NORMAL,1,510,0.5555555555555556,0.8,0.3069715726931963,1.857431720000092,0.38654816393743424,XMEAS7-XMEAS10,2
0,NORMAL,1,520,0.6666666666666666,0.9,0.39268022717461204,1.7847858978037978,0.5088861966287834,XMEAS8-XMEAS10,5
0,NORMAL,1,530,0.6666666666666666,1.0,0.3718630119087466,1.9170463107536218,0.4768762135769703,XMEAS8-XMEAS10,5
0,NORMAL,1,540,0.6666666666666666,0.9,0.35600623732316844,1.9070285222166525,0.4492842467607477,XMEAS9-XMEAS10,7
0,NORMAL,1,550,0.5555555555555556,0.8,0.588285683192767,1.8597676163357513,0.8551351659053671,XMEAS9-XMEAS10,7
0,NORMAL,1,560,0.4444444444444444,0.8,0.7135040360724575,1.907059868997954,1.1227338233080388,XMEAS9-XMEAS10,7
0,NORMAL,1,570,0.3333333333333333,0.8,0.7226415591538662,1.57891860630812,1.1463968099942334,XMEAS9-XMEAS10,7
0,NORMAL,1,580,0.2222222222222222,0.7,0.7281774211784366,1.72694420371062,1.133431653612224,XMEAS9-XMEAS10,7
0,NORMAL,1,590,0.2222222222222222,0.8,0.505985548337477,1.4157264401523506,0.6757803893259301,XMEAS9-XMEAS10,7
0,NORMAL,1,600,0.3333333333333333,0.9,0.6607241731551822,1.886669069409011,0.9697592557530603,XMEAS8-XMEAS11,6
0,NORMAL,1,610,0.3333333333333333,0.8,0.5822084633016914,1.64112029711229,0.8194116837033244,XMEAS9-XMEAS11,8
0,NORMAL,1,620,0.3333333333333333,0.8,0.6958377301150048,1.7185563631169267,1.0530888859396872,XMEAS9-XMEAS11,8
0,NORMAL,1,630,0.3333333333333333,0.7,0.5620601400606068,1.936696246106357,0.7895178250944306,XMEAS8-XMEAS11,6
0,NORMAL,1,640,0.4444444444444444,0.7,0.6462850256898822,1.9035676765171825,0.9391696768121557,XMEAS9-XMEAS11,8
0,NORMAL,1,650,0.5555555555555556,0.7,0.7170082998786811,1.9740200660344032,1.0904384445979658,XMEAS8-XMEAS11,6
0,NORMAL,1,660,0.6666666666666666,0.8,0.6233132036907544,1.5978906053695925,0.8950327357405298,XMEAS9-XMEAS11,8
0,NORMAL,1,670,0.6666666666666666,0.9,0.6763721514975336,1.8496869263760707,1.0042203833387224,XMEAS9-XMEAS11,8
0,NORMAL,1,680,0.7777777777777778,0.8,0.5893231499117133,1.8573328486331466,0.8200169057677777,XMEAS7-XMEAS9,1
0,NORMAL,1,690,0.7777777777777778,0.9,0.6729487450263092,1.9568890458798391,0.9908806684395117,XMEAS8-XMEAS10,5
0,NORMAL,1,700,0.6666666666666666,0.8,0.6659541592925932,1.7914903558181918,0.9820571240053759,XMEAS8-XMEAS10,5
0,NORMAL,1,710,0.6666666666666666,0.7,0.35682152324361593,1.7933497253948865,0.4391827725950648,XMEAS8-XMEAS10,5
0,NORMAL,1,720,0.5555555555555556,0.6,0.33824486299676504,1.7194466396500154,0.4000333197073056,XMEAS8-XMEAS10,5
0,NORMAL,1,730,0.5555555555555556,0.6,0.1358019666856623,1.6856079209257797,0.1438145863143368,XMEAS7-XMEAS11,3
0,NORMAL,1,740,0.5555555555555556,0.6,0.14841638559999668,1.6344802695873926,0.15827256078669527,XMEAS8-XMEAS11,6
0,NORMAL,1,750,0.5555555555555556,0.5,0.19002103224462527,1.7871950509236578,0.21475681951750566,XMEAS8-XMEAS9,4
0,NORMAL,1,760,0.6666666666666666,0.4,0.4026930736131647,1.8261482449043198,0.5370553692433803,XMEAS10-XMEAS11,9
0,NORMAL,1,770,0.6666666666666666,0.4,0.6417099889431888,2.0009385889654263,0.9747211186645467,XMEAS8-XMEAS9,4
0,NORMAL,1,780,0.6666666666666666,0.5,0.7007836106434592,1.8130734835745992,1.112399803948374,XMEAS7-XMEAS10,2
0,NORMAL,1,790,0.6666666666666666,0.6,0.7718725992248794,1.5010141747596388,1.2687835270954342,XMEAS7-XMEAS10,2
0,NORMAL,1,800,0.7777777777777778,0.7,0.753776468730983,1.2576177624821678,1.2310333394476658,XMEAS10-XMEAS11,9
0,NORMAL,1,810,0.7777777777777778,0.8,0.443627722611252,1.554975961048509,0.5840674675908758,XMEAS10-XMEAS11,9
0,NORMAL,1,820,0.7777777777777778,0.9,0.4074208952820076,1.6418691280472282,0.5078217584355014,XMEAS8-XMEAS9,4
0,NORMAL,1,830,0.7777777777777778,0.9,0.4868261455837625,1.7319552880988447,0.6617803363889015,XMEAS10-XMEAS11,9
0,NORMAL,1,840,0.7777777777777778,0.9,0.49991440320170033,1.9803114844978922,0.6790933843263868,XMEAS9-XMEAS11,8
0,NORMAL,1,850,0.6666666666666666,0.8,0.38209402367427836,1.5883274760880906,0.4930394691141731,XMEAS9-XMEAS11,8
0,NORMAL,1,860,0.5555555555555556,0.9,0.4608459529980159,1.6794485374039618,0.6102919589305842,XMEAS9-XMEAS11,8
0,NORMAL,1,870,0.4444444444444444,0.8,0.4695778754046337,1.5040571593520755,0.6227804059974782,XMEAS9-XMEAS11,8
0,NORMAL,1,880,0.4444444444444444,0.7,0.33982941051392207,1.4724496718351108,0.42196338718832915,XMEAS9-XMEAS11,8
0,NORMAL,1,890,0.3333333333333333,0.8,0.3993303140398937,1.3378885188735072,0.5150850452554444,XMEAS9-XMEAS11,8
0,NORMAL,1,900,0.3333333333333333,0.9,0.5549304600018354,1.4344959803632373,0.7743872917224767,XMEAS9-XMEAS11,8
0,NORMAL,1,910,0.2222222222222222,1.0,0.6317137060805735,1.5829406446712835,0.9101037772994445,XMEAS9-XMEAS11,8
0,NORMAL,1,920,0.1111111111111111,1.0,0.47486132601900977,1.8412930672109311,0.6185256331204952,XMEAS9-XMEAS11,8
0,NORMAL,1,930,0.1111111111111111,1.0,0.31635699668337847,1.7708160761345098,0.37208858086917773,XMEAS8-XMEAS9,4
0,NORMAL,1,940,0.1111111111111111,0.9,0.22177725572787907,1.6761372862283976,0.24924415255113305,XMEAS8-XMEAS9,4
0,NORMAL,1,950,0.2222222222222222,0.8,0.46492867082038336,1.726100942413483,0.6292762862984369,XMEAS9-XMEAS10,7
0,NORMAL,2,100,0.0,1.0,0.92593016785549,1.5998646382650472,1.5497743802093515,XMEAS8-XMEAS9,4
0,NORMAL,2,110,0.0,1.0,0.641102010480874,1.5113865577752381,0.9033650093273574,XMEAS8-XMEAS9,4
0,NORMAL,2,120,0.0,1.0,0.39091272693518186,1.6716590742536703,0.4805233107732671,XMEAS8-XMEAS9,4
0,NORMAL,2,130,0.0,1.0,0.45090722291299856,1.7925033486539197,0.5775029615505107,XMEAS8-XMEAS9,4
0,NORMAL,2,140,0.0,1.0,0.32602325971190405,1.1262658897682667,0.38169335190366205,XMEAS8-XMEAS9,4
0,NORMAL,2,150,0.0,1.0,0.40143944920557595,1.3985552850699432,0.5014479452533306,XMEAS8-XMEAS9,4
0,NORMAL,2,160,0.16666666666666666,1.0,0.24780335793388344,1.756336175773618,0.2832714526000966,XMEAS8-XMEAS11,6
0,NORMAL,2,170,0.2857142857142857,1.0,0.3020474112313762,1.841129419623403,0.3536136097563906,XMEAS8-XMEAS10,5
0,NORMAL,2,180,0.375,0.8888888888888888,0.2302878395227841,1.7180422607804975,0.253329923933359,XMEAS7-XMEAS10,2
0,NORMAL,2,190,0.3333333333333333,0.9,0.3181531840586708,1.4314361865952185,0.37288410670278904,XMEAS7-XMEAS10,2
0,NORMAL,2,200,0.3333333333333333,0.8,0.3956816355599333,1.4812517083945616,0.4941057399783617,XMEAS7-XMEAS10,2
0,NORMAL,2,210,0.3333333333333333,0.8,0.43934039000567005,1.6148493801129467,0.5697290792188928,XMEAS7-XMEAS10,2
0,NORMAL,2,220,0.3333333333333333,0.8,0.3533698887481799,1.7224546799013918,0.424042647664973,XMEAS7-XMEAS10,2
0,NORMAL,2,230,0.4444444444444444,0.8,0.2058958989765131,1.857639182449,0.22559452958842624,XMEAS8-XMEAS9,4
0,NORMAL,2,240,0.5555555555555556,0.7,0.3358568544854705,1.5156726519119688,0.398806087796277,XMEAS8-XMEAS10,5
0,NORMAL,2,250,0.4444444444444444,0.8,0.3919787719797908,1.4730776583724512,0.48675751047172844,XMEAS8-XMEAS10,5
0,NORMAL,2,260,0.3333333333333333,0.9,0.4357553068408935,1.8186735954585231,0.5552298644801158,XMEAS8-XMEAS10,5
0,NORMAL,2,270,0.3333333333333333,0.9,0.3164894260242298,1.9804340970373069,0.380382110828727,XMEAS10-XMEAS11,9
0,NORMAL,2,280,0.4444444444444444,0.9,0.29923034899677137,1.6120482365432052,0.3548341544943097,XMEAS8-XMEAS10,5
0,NORMAL,2,290,0.4444444444444444,0.9,0.3428706110310948,1.456087910534313,0.416959123212649,XMEAS8-XMEAS10,5
0,NORMAL,2,300,0.5555555555555556,1.0,0.4197961274164192,1.8237454400754736,0.5413777852628461,XMEAS7-XMEAS9,1
0,NORMAL,2,310,0.6666666666666666,0.9,0.6060444829494732,1.8221526593888082,0.8743718888674504,XMEAS9-XMEAS11,8
0,NORMAL,2,320,0.5555555555555556,0.8,0.6957232247504446,2.0449928918217255,1.0439025707664922,XMEAS9-XMEAS11,8
0,NORMAL,2,330,0.4444444444444444,0.7,0.685447459324195,2.051864735567359,1.0253804365732049,XMEAS9-XMEAS11,8
0,NORMAL,2,340,0.4444444444444444,0.8,1.0193459003075165,2.094271900920249,1.840081462721553,XMEAS9-XMEAS11,8
0,NORMAL,2,350,0.5555555555555556,0.8,1.0326057426015005,2.0995047847217965,1.8675706007472355,XMEAS9-XMEAS10,7
0,NORMAL,2,360,0.4444444444444444,0.9,0.995780555450072,2.230488759808669,1.761581701653816,XMEAS9-XMEAS10,7
0,NORMAL,2,370,0.3333333333333333,0.9,1.1606877888426135,2.225127090622042,2.2605790591068655,XMEAS9-XMEAS10,7
0,NORMAL,2,380,0.4444444444444444,0.8,1.0914566200063665,2.189083744511975,2.0710158967858123,XMEAS7-XMEAS8,0
0,NORMAL,2,390,0.3333333333333333,0.7,1.0510371492981803,2.142923631154821,1.9398925367431823,XMEAS7-XMEAS8,0
0,NORMAL,2,400,0.3333333333333333,0.6,0.816353502553029,2.0772690855636524,1.3090470044946327,XMEAS8-XMEAS10,5
0,NORMAL,2,410,0.3333333333333333,0.6,0.8146593280704392,1.5781580480506683,1.2934248046300034,XMEAS8-XMEAS10,5
0,NORMAL,2,420,0.4444444444444444,0.6,0.7427388458674198,1.5048007024767027,1.149285879341375,XMEAS7-XMEAS9,1
0,NORMAL,2,430,0.4444444444444444,0.6,0.5231975867623635,1.7865616944787863,0.719765702124054,XMEAS7-XMEAS9,1
0,NORMAL,2,440,0.4444444444444444,0.6,0.3534058730506071,1.7065181748137952,0.43206255485726797,XMEAS8-XMEAS10,5
0,NORMAL,2,450,0.5555555555555556,0.7,0.5028994097699789,1.5348689137446454,0.6509829729829288,XMEAS9-XMEAS10,7
0,NORMAL,2,460,0.5555555555555556,0.7,0.7674302479769981,1.7397851068762367,1.1569258329251197,XMEAS9-XMEAS10,7
0,NORMAL,2,470,0.4444444444444444,0.7,1.0431184706354069,1.7053531866235048,1.848196178508011,XMEAS9-XMEAS10,7
0,NORMAL,2,480,0.4444444444444444,0.7,1.1188050264926848,1.9424235245815282,2.0896731786999942,XMEAS9-XMEAS10,7
0,NORMAL,2,490,0.4444444444444444,0.6,0.8599647508953282,1.8066095568037306,1.3918318281714326,XMEAS10-XMEAS11,9
0,NORMAL,2,500,0.4444444444444444,0.6,0.7258933098487281,1.6777359386411688,1.1151262596421827,XMEAS10-XMEAS11,9
0,NORMAL,2,510,0.4444444444444444,0.6,0.4342167692441324,1.8492290279772619,0.5734118781091238,XMEAS8-XMEAS11,6
0,NORMAL,2,520,0.5555555555555556,0.7,0.5040686535225667,1.758339252962877,0.6895981494561866,XMEAS7-XMEAS8,0
0,NORMAL,2,530,0.5555555555555556,0.8,0.6259932688773103,1.8219763157774427,0.9102058319652606,XMEAS9-XMEAS10,7
0,NORMAL,2,540,0.5555555555555556,0.8,0.8838151816354796,1.7521821329316862,1.5066617515070497,XMEAS8-XMEAS11,6
0,NORMAL,2,550,0.5555555555555556,0.7,0.8223517215450811,1.735347417345793,1.3645487870475028,XMEAS8-XMEAS11,6
0,NORMAL,2,560,0.5555555555555556,0.6,0.7355946361713197,1.7564888247030632,1.1583923732376875,XMEAS8-XMEAS11,6
0,NORMAL,2,570,0.5555555555555556,0.7,0.7712324328491075,1.896981207159385,1.2387541581632306,XMEAS8-XMEAS11,6
0,NORMAL,2,580,0.4444444444444444,0.8,0.9380478856820009,1.7455210879729974,1.6759656039088844,XMEAS8-XMEAS11,6
0,NORMAL,2,590,0.4444444444444444,0.9,1.0739490415870876,1.8394925954893127,2.0689338247111424,XMEAS8-XMEAS11,6
0,NORMAL,2,600,0.3333333333333333,1.0,1.0798592101834956,1.8960159447991067,2.0768943830057447,XMEAS8-XMEAS11,6
0,NORMAL,2,610,0.3333333333333333,1.0,0.9157774912091979,1.8072435984519164,1.5973177406579488,XMEAS8-XMEAS9,4
0,NORMAL,2,620,0.2222222222222222,1.0,0.8529433002919657,1.508092597380419,1.422557632883977,XMEAS8-XMEAS9,4
0,NORMAL,2,630,0.1111111111111111,1.0,0.8959477482920921,1.5130313172531025,1.5264354804256535,XMEAS8-XMEAS9,4
0,NORMAL,2,640,0.1111111111111111,1.0,0.407975357805695,1.4201145044888246,0.5247820683446719,XMEAS8-XMEAS9,4
0,NORMAL,2,650,0.1111111111111111,0.9,0.4991939988080043,1.1113941932168425,0.6588750512387005,XMEAS8-XMEAS9,4
0,NORMAL,2,660,0.2222222222222222,0.9,0.366349804433682,1.6175162969077475,0.45294503615388515,XMEAS8-XMEAS10,5
0,NORMAL,2,670,0.3333333333333333,0.8,0.4472561604517358,1.6430028403901176,0.5913549627270568,XMEAS9-XMEAS11,8
0,NORMAL,2,680,0.3333333333333333,0.7,0.6558130803296349,1.609989683080858,0.9581358441666382,XMEAS9-XMEAS11,8
0,NORMAL,2,690,0.3333333333333333,0.7,0.5987022192393584,1.7417778896072977,0.8381452945820336,XMEAS9-XMEAS11,8
0,NORMAL,2,700,0.3333333333333333,0.6,0.5133882705963916,1.761448251728693,0.6938017923988722,XMEAS7-XMEAS9,1
0,NORMAL,2,710,0.4444444444444444,0.7,0.4508578443027527,1.7024743928303292,0.5839300568441332,XMEAS8-XMEAS10,5
0,NORMAL,2,720,0.4444444444444444,0.8,0.5183679434508635,1.5283237125764237,0.6836983255100544,XMEAS8-XMEAS10,5
0,NORMAL,2,730,0.4444444444444444,0.9,0.6589388252880084,1.8105745974462395,0.9540033591979536,XMEAS8-XMEAS10,5
0,NORMAL,2,740,0.4444444444444444,0.9,0.6470102408541758,1.9251759111281053,0.9395493833913493,XMEAS8-XMEAS10,5
0,NORMAL,2,750,0.3333333333333333,0.9,0.3964559630603302,1.735340368174982,0.49245120387996744,XMEAS8-XMEAS10,5
0,NORMAL,2,760,0.3333333333333333,0.9,0.34842242401421275,1.807028670709154,0.4223861672934648,XMEAS8-XMEAS9,4
0,NORMAL,2,770,0.4444444444444444,0.9,0.30234604817473915,1.9341119431238027,0.36218995885626937,XMEAS8-XMEAS11,6
0,NORMAL,2,780,0.5555555555555556,0.9,0.5559592162751842,2.056747480135502,0.7761710998379243,XMEAS8-XMEAS9,4
0,NORMAL,2,790,0.5555555555555556,0.8,0.491924515266518,1.6126835492261278,0.6577036715401251,XMEAS9-XMEAS11,8
0,NORMAL,2,800,0.5555555555555556,0.9,0.3214347753031559,1.4404563978954237,0.38964677340023374,XMEAS8-XMEAS9,4
0,NORMAL,2,810,0.5555555555555556,1.0,0.46830498977271207,1.3037688730975192,0.6151316877929367,XMEAS8-XMEAS9,4
0,NORMAL,2,820,0.5555555555555556,1.0,0.34916319071003304,1.3906341288419888,0.42904243747066684,XMEAS8-XMEAS9,4
0,NORMAL,2,830,0.6666666666666666,1.0,0.5914538255293591,1.5405784559150355,0.8385062926029574,XMEAS10-XMEAS11,9
0,NORMAL,2,840,0.6666666666666666,1.0,0.6820882721737808,1.6632599846314853,1.025838902519209,XMEAS10-XMEAS11,9
0,NORMAL,2,850,0.5555555555555556,1.0,0.4956030370737315,1.6443202584175889,0.6607888902521608,XMEAS10-XMEAS11,9
0,NORMAL,2,860,0.5555555555555556,0.9,0.5700303384397115,1.9090180220398705,0.802584117412137,XMEAS8-XMEAS11,6
0,NORMAL,2,870,0.5555555555555556,0.9,0.5058565088436281,1.913853207715374,0.6867761317857592,XMEAS8-XMEAS9,4
0,NORMAL,2,880,0.5555555555555556,0.8,0.59383638798011,1.97775444194386,0.8398389107855286,XMEAS10-XMEAS11,9
0,NORMAL,2,890,0.5555555555555556,0.8,0.7425622668047411,1.9313994624797721,1.1560878370519476,XMEAS8-XMEAS11,6
0,NORMAL,2,900,0.5555555555555556,0.8,0.5419698817837866,1.8748809253316743,0.7509080647649415,XMEAS8-XMEAS11,6
0,NORMAL,2,910,0.5555555555555556,0.9,0.2854663210305792,1.7728578037605651,0.3374385617925166,XMEAS8-XMEAS11,6
0,NORMAL,2,920,0.5555555555555556,1.0,0.24342693859344378,1.8932338404907745,0.28338096457776935,XMEAS9-XMEAS11,8
0,NORMAL,2,930,0.6666666666666666,0.9,0.253392280853389,1.885968121903201,0.2928175793674843,XMEAS9-XMEAS10,7
0,NORMAL,2,940,0.7777777777777778,0.8,0.4133464187081986,1.981898724045187,0.5441539588184188,XMEAS10-XMEAS11,9
0,NORMAL,2,950,0.7777777777777778,0.7,0.6443140901174348,1.706750830997398,0.9500558036121259,XMEAS8-XMEAS9,4
0,NORMAL,3,100,0.0,1.0,1.0128705610092856,1.852347936689996,1.8700893814602246,XMEAS8-XMEAS11,6
0,NORMAL,3,110,0.0,1.0,0.6655104810704254,1.799092985762454,0.9999731964404227,XMEAS8-XMEAS11,6
0,NORMAL,3,120,0.0,1.0,0.6346569904470343,1.8387186919684932,0.9487907499940832,XMEAS8-XMEAS11,6
0,NORMAL,3,130,0.3333333333333333,1.0,0.5828257288645,1.8422899491216023,0.8525630418557468,XMEAS10-XMEAS11,9
0,NORMAL,3,140,0.5,1.0,0.45163342097590947,1.8218181316114248,0.6174940492719324,XMEAS7-XMEAS10,2
0,NORMAL,3,150,0.6,1.0,0.31300357996766404,1.7529301421579861,0.3849777627093508,XMEAS8-XMEAS11,6
0,NORMAL,3,160,0.6666666666666666,1.0,0.26244176132240493,1.905873105417473,0.3142762586329038,XMEAS9-XMEAS10,7
0,NORMAL,3,170,0.7142857142857143,1.0,0.29052784445162666,1.7480250275205342,0.33271152611154414,XMEAS8-XMEAS9,4
0,NORMAL,3,180,0.625,0.8888888888888888,0.44458944091568436,1.3531188269092225,0.564400962385767,XMEAS8-XMEAS9,4
0,NORMAL,3,190,0.6666666666666666,0.8,0.6986972143388007,1.6928425412318706,1.059175585460816,XMEAS10-XMEAS11,9
0,NORMAL,3,200,0.6666666666666666,0.7,0.68067369092561,1.9063587962812,1.022433172942714,XMEAS10-XMEAS11,9
0,NORMAL,3,210,0.6666666666666666,0.7,0.7936704311233715,1.930899139596101,1.2632821456895338,XMEAS10-XMEAS11,9
0,NORMAL,3,220,0.5555555555555556,0.7,1.0183620514096567,2.0226309380142977,1.855471767340782,XMEAS10-XMEAS11,9
0,NORMAL,3,230,0.4444444444444444,0.7,1.0186362651901804,1.9040134474862518,1.8567503122918472,XMEAS10-XMEAS11,9
0,NORMAL,3,240,0.3333333333333333,0.7,1.1193526418861968,2.0277955899312743,2.147556755998149,XMEAS10-XMEAS11,9
0,NORMAL,3,250,0.3333333333333333,0.8,1.0310752279370603,1.8177093802252025,1.866890900600077,XMEAS8-XMEAS11,6
0,NORMAL,3,260,0.2222222222222222,0.9,1.1815713749272199,1.7217591836599635,2.3221607463778686,XMEAS8-XMEAS11,6
0,NORMAL,3,270,0.2222222222222222,0.9,1.2560383487559277,1.8285479302923506,2.5994103193490834,XMEAS8-XMEAS11,6
0,NORMAL,3,280,0.2222222222222222,0.8,1.4430522229518523,1.9399621989653617,3.3632501341464933,XMEAS8-XMEAS10,5
0,NORMAL,3,290,0.2222222222222222,0.8,1.5218732837628728,2.0541641339620256,3.741711474254124,XMEAS8-XMEAS10,5
0,NORMAL,3,300,0.3333333333333333,0.8,1.3243619441743817,2.0091589194620325,2.8896052045585683,XMEAS9-XMEAS10,7
0,NORMAL,3,310,0.4444444444444444,0.7,1.2641846825250285,1.8749536591920561,2.713914296351467,XMEAS7-XMEAS10,2
0,NORMAL,3,320,0.4444444444444444,0.6,1.197266600440681,1.6769495386175666,2.4535363914489348,XMEAS7-XMEAS10,2
0,NORMAL,3,330,0.4444444444444444,0.6,0.9107715512473971,1.581839711694041,1.5957384899315963,XMEAS7-XMEAS10,2
0,NORMAL,3,340,0.3333333333333333,0.7,1.029277446347523,1.5375900555349924,1.9453935955908064,XMEAS7-XMEAS10,2
0,NORMAL,3,350,0.3333333333333333,0.8,0.9619516147529491,1.5404652633499087,1.7350300999773351,XMEAS7-XMEAS10,2
0,NORMAL,3,360,0.4444444444444444,0.9,0.6375552256624848,1.632080779990507,0.9210682128669903,XMEAS9-XMEAS10,7
0,NORMAL,3,370,0.3333333333333333,1.0,0.6739429372755458,1.6805527052706095,0.9919696377641224,XMEAS9-XMEAS10,7
0,NORMAL,3,380,0.4444444444444444,1.0,0.8597437035121266,1.5912143179259606,1.38260876990735,XMEAS8-XMEAS10,5
0,NORMAL,3,390,0.3333333333333333,1.0,0.7743603157275123,1.765193956549874,1.1983138094961854,XMEAS8-XMEAS10,5
0,NORMAL,3,400,0.2222222222222222,0.9,0.7359788299218419,1.938984945019277,1.1182732633544363,XMEAS8-XMEAS10,5
0,NORMAL,3,410,0.2222222222222222,0.8,0.5835668116920043,1.377163741136176,0.7964183760808722,XMEAS8-XMEAS10,5
0,NORMAL,3,420,0.3333333333333333,0.7,0.4562135509703186,1.7977635554577112,0.591686256259878,XMEAS7-XMEAS8,0
0,NORMAL,3,430,0.3333333333333333,0.7,0.3889737512287785,1.6985515891332246,0.498335703458326,XMEAS7-XMEAS8,0
0,NORMAL,3,440,0.4444444444444444,0.7,0.6148334780846743,1.8374025914885672,0.878298092222534,XMEAS10-XMEAS11,9
